nid,last_name,suffix,first_name,full_name,last_first,lcsh,lcsh_id,election_date,office,bio,bio_note,img_url,file_name,img_alt,note,bib_number,old_nid,created_by,appears_in_creators,admin_notes
4642,Mason,,Charles,Charles Mason,"Mason, Charles","Mason, Charles, 1728-1786",n84064657,1767,,"Charles Mason (c. 1 May 1728–25 October 1786) was an astronomer and surveyor, best known for establishing the Pennsylvania-Maryland border (the Mason-Dixon line), as well as a member of the American Society, elected in 1767. Born in Gloucestershire, England, he started his career as assistant to the Astronomer Royal, James Bradley, at the Royal Greenwich Observatory in 1756. Mason’s partnership with Jeremiah Dixon began in 1760 when the Royal Society sent them to the Indonesian island of Sumatra to observe the 1761 Transit of Venus. When a military engagement between a French ship and their own delayed their arrival, they conducted their observations from the Cape of Good Hope instead. En route back to England, Mason assisted future Astronomer Royal (and future APS member) Nevil Maskelyne with tidal observations in the south Atlantic island of St. Helena. In 1763 Mason and Dixon contracted with the proprietors of Maryland and Pennsylvania to survey the disputed boundary between the two provinces. Beginning at the northeast corner of Maryland, they would run their line a total of 244 miles west, establishing mile-markers and managing the workmen who cut “vistos” through the forest along the way. The Mason-Dixon Line would come to represent the boundary between the northern and southern U.S. Before returning to England, the pair also measured a degree of latitude on Maryland’s Delmarva Peninsula for the Royal Society. In 1768 Mason was tasked with observing another Transit of Venus, this time from Ireland, and in 1773 he conducted additional fieldwork in Scotland. He then resumed his lifelong efforts to improve Tobias Mayer’s solar and lunar tables for the Board of Longitude, with the result appearing in the Nautical Almanac. Mason immigrated to Philadelphia in 1786 but died shortly after his arrival. (PI, DNB)",Elected to the American Society.,/sites/default/files/2025-04/Mason_and_Dixon_%28just_Mason%29.png,4642_Mason_Charles.png,Posthumous Illustration of Charles Mason,,59,19226,AM,,
4661,Mather,,Joseph,Joseph Mather,"Mather, Joseph","Mather, Joseph, 1737-1758",,1758?,,"Joseph Mather (1737?–?) was a teacher and minister and a member of the Young Junto, elected c. 1758. Born in Chester, Pennsylvania, he attended meetings of the Young Junto while studying at the Academy and College of Philadelphia. In 1758 he was hired as a teacher in Cecil County, Maryland, but the next year he traveled to England to be ordained in the Anglican Church, participating in theological debates with American Society member Henry Drinker during the voyage. Mather was considered for ecclesiastical appointments in Maryland, through Lord Baltimore, and in Pennsylvania, through the Society for the Propagation of the Gospel, but his young age caused his ordination to be delayed until 1760. After spending the intervening year in Ireland, he finally received a post in Cecil County, Maryland, returning in 1761. He was awarded an honorary M.A. degree from the College of Philadelphia in 1762. His brothers-in-law Charles Thomson and Paul Jackson were also members of the Young Junto. (PI)","Elected to the Young Junto before September 22, 1758.",/sites/default/files/2025-04/1760-1800_2.png,default_1760-1800.png,Blank portrait of a man in mid/late 18th century attire,"No texts listed in APS, AAS, LCP, ESTC, and WC nor in Sabin, Evans, Howes, or Streeter.",31,19198,AM,,
4313,Matlack,,Timothy,Timothy Matlack,"Matlack, Timothy","Matlack, Timothy, 1736-1829",n85253407,1780,Secretary of the APS (1781-1784),"Timothy Matlack (c. 28 March 1736–14 April 1829) was a merchant, brewer, and politician, and a member of the American Philosophical Society, elected in 1780. Born to a Quaker family in Haddonfield, New Jersey, Matlack was seldom the proper Quaker given his enjoyment of horse races and cockfighting. He established himself as a merchant and a brewer before landing into debtor’s prison. Upon his release, his fellow Quakers chastised him for his unsavory hobbies and company he kept. Nevertheless, he continued to defy Quaker practice, becoming one of Pennsylvania’s most powerful leaders during the Revolutionary War, criticizing Quakers for being slow to support abolition, extolling the militia, and condemning the ultra-wealthy. In 1775 he became clerk to the Secretary of the Second Continental Congress, a storekeeper of military supplies, and a Colonel of the Fifth Rifle Battalion of Philadelphia Associators, leading campaigns in New Jersey. He helped draft a state democratic constitution and declaration of rights, and earned a multitude of honors and offices for his contributions: the assembly appointed him to the state Council of Safety (1776), then elected him Secretary of the Assembly (1776), he became secretary of the Supreme Executive Council (1777), Keeper of the Great Seal (1777), trustee of the University of Pennsylvania (1779), and a delegate to the Second Continental Congress (1780). He gave the annual oration at the American Philosophical Society after his election and served as a secretary for the Society from 1781 to 1783. Despite all his honors, Matlack had made many enemies: he was tried for mismanagement of funds after assembly Republicans accused him. Ultimately, a constitutional body meeting ruled his treatment unconstitutional and annulled the charges. In 1790 Matlack became clerk of the state senate. Ten years later he became state Master of Rolls: recording laws, resolutions, and patents. After the office was abolished in 1809, he retired to his orchards for some time before returning to Philadelphia and serving as an alderman (1813-1818) and prothonotary of the district court of Philadelphia (1817-1822). He died at home in Holmesburg, Pennsylvania. (ANB)",,/sites/default/files/2025-04/Timothy_Matlack.jpg,4313_Matlack_Timothy.jpg,Portrait of Timothy Matlack,,395,20056,JA|AV,Y,
4495,Mayer,,Christian,Christian Mayer,"Mayer, Christian","Mayer, Christian, 1719-1783",nr93024159,1768,,"Christian Mayer (20 August 1719–16 April 1783) was an astronomer and educator, and a member of the American Philosophical Society, elected in 1768. Born in Moravia, Mayer’s education propelled him to Würzburg University to study theology before entering the Society of Jesuits in 1745. While he taught classical languages he increasingly devoted his time to other philosophical subjects, namely mathematics and astronomy. By 1751 he had introduced instruction in experimental physics at Heidelberg University and the following year assumed a professorship there as well. His work in astronomy drew the right attention and in 1755, the Electoral prince of the region (and a patron of the sciences) commissioned Mayer to design and furnish an observatory at the Electoral palace at Schwetzingen. With generous funding he met with French astronomers, purchased French and English instruments, and, in the nick of time, erected everything he needed to join astronomers worldwide as they trained their instruments on the anticipated 1761 Transit of Venus. With funding from the Russian Empress, Mayer was also able to observe the second occurrence in 1769. Mayer’s observations were published in the Philosophical Transactions of the Royal Society, which consequently garnered him election therein. With his proven record of completing these projects, the Elector supported his plans to build a new observatory with the best scientific instruments London could offer. Finished in 1775, it became a place that Wrangel called home, effectively living there with his assistant Father Johann Mesger. Together they made daily observations that suggested, and as later work by Herschel would show, they were in fact observing stars accompanying stars. David Rittenhouse accepted Mayer’s work for publication with the APS in 1778 and was sure to write his own collegial letter of appreciation to Mayer himself. Ever an educator, Mayer taught and served at Heidelberg University in the last five years of his life. (PI)",Elected to the revived American Philosophical Society.,/sites/default/files/2025-04/Christian_Mayer.jpg,4495_Mayer_Christian.jpg,Portrait of Christian Mayer,,230,19891,JF,Y,
4369,McCall,,Charles A.,Charles A. McCall,"McCall, Charles A.","McCall, Charles A.",,1771,,"Charles A. McCall (?–?) was a member of the American Philosophical Society, elected in 1771.",,/sites/default/files/2025-04/1760-1800_182.png,default_1760-1800.png,Blank portrait of a man in mid/late 18th century attire,"As of late 2022, researchers found little to point to who McCall was let alone why the Membership elected him.",316,19977,JA|AV,,
4373,McClean,,Archibald,Archibald McClean,"McClean, Archibald","McClean, Archibald, 1736-1786",,1772,,"Archibald McClean (26 October 1736–30 April 1786) was a surveyor, and a member of the American Philosophical Society, elected in 1772. He was born to an Irish immigrant family in Gettysburg, Pennsylvania. His career began in 1760 when he entered the employ of Thomas Penn, William Penn, and Frederick, Lord Baltimore. He relocated to Philadelphia in 1761 where the Penn heirs commissioned him to re-adjust the boundaries of the three lower counties of Pennsylvania and their Maryland borderline. Alongside his colleagues, the project successfully established a middle point between the various territories. From there on he became one of the leading surveyors in the region and chief associate of Charles Mason and Jeremiah Dixon. Beginning in 1763, McClean, along with six of his brothers, Mason, Dixon, and a number of Indigenous guides and interpreters began surveying what would become the Mason-Dixon line. During this time, McClean became Deputy Surveyor for Western York County and thereby moved his residence from Philadelphia to York. In 1774, he is believed to have joined David Rittenhouse surveying the line between New York and Pennsylvania. A dedicated patriot, McClean was a member of the first Committee of Safety of York County, the first Assembly, and many offices of trust. During the Revolutionary War, when the Continental Congress relocated to York from 1777 to 1778, McClean’s residence served as the de-facto treasury, all while his daughter Mary tended to ill soldiers, for which she earned a vote of thanks from Congress. McClean died in York, Pennsylvania.",,/sites/default/files/2025-04/Archibald_McLean_Turner.jpg,4373_McClean_Archibald.jpg,Portrait of Archibald McClean,Sources<br /><br />https://books.google.com/books?id=IGsZAQAAIAAJ&pg=PA62&lpg=PA62&dq=archibald+mcclean&source=bl&ots=rxyaeuJHUW&sig=ACfU3U0Rb-XNsztih0jeOTsiBf9bB2KzYg&hl=en&sa=X&ved=2ahUKEwjH2KC0hsPpAhVvoXIEHbgwCfs4ChDoATABegQICBAB#v=onepage&q=archibald%20mcclean&f=false<br /><br />https://www.wikitree.com/wiki/McClean-181<br /><br />https://books.google.com/books?id=cEseWHDaFxkC&pg=PA72&lpg=PA72&dq=archibald+mcclean+american+philosophical+society&source=bl&ots=sWsoJMHG9G&sig=ACfU3U1PgzAV8xa_0KYwqiWvss5AQglaxg&hl=en&sa=X&ved=2ahUKEwjvm_a0rsXpAhX4l3IEHZQ9CDMQ6AEwAHoECAcQAQ#v=onepage&q=archibald%20mcclean&f=false,320,19981,JA|AV,,
4345,McClurg,,James,James McClurg,"McClurg, James","McClurg, James, approximately 1746-1823",nr93027819,1774,,"James McClurg (1746–9 July 1823) was a physician, delegate, mayor, and a member of the American Philosophical Society, elected in 1774. He was born in Virginia to a British naval surgeon and his wife. His father is thought to have opened the first hospital for the inoculations against smallpox in North America. Following in his father’s footsteps, James McClurg studied medicine at the University of Edinburgh, graduating as a doctor of medicine in 1770. He furthered his studies in Paris and London, intermingling amongst the scientific elite of the Enlightenment. He earned a reputation for his 1772 Experiments upon the Human Bile and Reflections on the Biliary Excretion, which expanded upon knowledge of the human intestines. In 1779, he married the daughter of a prominent slave-owning planter back in Virginia and became the first Chair of Anatomy and Medicine at the College of William and Mary that same year. At this time, McClurg also entered into Virginia’s political sphere and in 1784 became a member of the Council of State. Three years later, the House of Delegates selected him for the Virginia delegation to the Constitutional Convention, likely because fellow delegate James Madison was aware of his agreeable federalist leanings. McClurg took the floor twice to advocate for strong executive powers, with little success. He left the convention to return to his medical practice in Virginia. His political career was not entirely over, however, and he served as Mayor of Richmond from 1801 to 1802. He was president of the State Medical Society from 1820 to 1821 and died in Richmond two years later. (ANB)",,/sites/default/files/2025-04/James_McClurg.jpg,4345_McClurg_James.jpg,Portrait of James McClurg,,353,20014,JA|AV,Y,
4279,McHenry,,James,James McHenry,"McHenry, James","McHenry, James, 1753-1816",n79056007,1785,,"James McHenry (16 November 1753–3 May 1816) was a surgeon, soldier, politician, Secretary of War, and slaveholder, and a member of the American Philosophical Society, elected in 1785. Born in Ballymena, Ireland to a merchant father, McHenry immigrated to Philadelphia in 1771. He attended the Newark Academy in Delaware in 1772 before studying medicine under Dr. Benjamin Rush from 1774 to 1775. He volunteered as an assistant surgeon when the Revolutionary War began and soon after was appointed surgeon in the Fifth Pennsylvania Battalion in 1776. That same year he was captured at Fort Washington but was exchanged in 1778. Shortly afterwards George Washington made James his assistant secretary. He held this position until 1780 when he became General Marquis de Lafayette’s aide-de-camp until the end of the war. While serving under Lafayette, McHenry received the rank of major. After the war, he became involved in Maryland politics where he served as Baltimore County justice of the peace (1782–1784), Baltimore County justice of the Orphans’ Court (1783–1784), state senator (1781–1786, 1791–1796), and a member of the Maryland House of Delegates (1788–1790). From 1783–1785 he served as a member of the Confederation Congress. McHenry became involved in the creation and ratification of the Constitution: first as a delegate to the Constitutional Convention and signee of the Constitution, then later as a delegate to the Maryland ratification convention. McHenry convinced Maryland to charter a bank in Baltimore through an anonymous pamphlet called A Brief Exposition of the Leading Principles of a Bank in 1795. President Washington appointed McHenry Secretary of War 1796–1800. He then retired and focused on supporting various organizations, becoming president of the Bible Society of Baltimore, a founding member of the Society of the Cincinnati, and a prominent leader of the Washington Benevolent Society. He died at his country estate, Fayetteville, and was buried at Westminster Churchyard in Baltimore.",Biographical Directory of the United States Congress; ANB; Archives of Maryland (Biographical Series),/sites/default/files/2025-04/James_McHenry_%28NYPL_b12349185-420082%29.jpg,4279_McHenry_James.jpg,Portrait of James McHenry,,451,20112,JA|CF,Y,
4646,McKean,,Thomas,Thomas McKean,"McKean, Thomas","McKean, Thomas, 1734-1817",n50013520,1768,,"Thomas McKean (19 March 1734–24 June 1817) was a politician and jurist and a member of the American Philosophical Society, elected in 1768. Born in Chester County, Pennsylvania, he was placed in the care of Presbyterian minister and APS member Francis Alison and enrolled in Alison’s New London Academy. Having passed the Delaware bar in 1754, McKean extended his practice into Pennsylvania and New Jersey and received barrister certification from London’s Middle Temple. A proponent of public education, he supported several regional academies and was a trustee of the University of Pennsylvania. He began his political career in Delaware, serving as deputy prothonotary, recorder of wills, customs collector, justice of the peace, and deputy attorney general. He also served in the state assembly almost continuously between 1762 and 1779, twice as speaker. An active, early, and radical proponent of American independence, he represented Delaware in the Stamp Act Congress and organized resistance to the Townshend Duties. After moving to Philadelphia in 1773, he became colonel of a Pennsylvania militia battalion and served on the committees of correspondence. He was also a delegate to the First and Second Continental Congresses. There, he prevented Benjamin Franklin’s removal as envoy to France, briefly served as congressional president, and signed the Articles of Confederation. He later signed the Declaration of Independence and attended Delaware’s constitutional convention. He was appointed Chief Justice of Pennsylvania in 1777, holding the position for 22 years alongside offices in Delaware, including acting state president. McKean was an enthusiastic promoter of the federal Constitution and was instrumental in ratifying a more conservative state constitution for Pennsylvania in 1789-1790. He was elected Governor of Pennsylvania in 1799, but his nepotism and increasing conservatism almost earned him impeachment before the end of his third and final term. (PI, ANB, DNB, DAB)",Elected to the revived American Philosophical Society.,/sites/default/files/2025-04/Thomas_McKean_by_Charles_Willson_Peale.jpg,4646_McKean_Thomas.jpg,Portrait of Thomas McKean,,137,19240,AM,Y,
4429,Meem,,John,John Meem,"Meem, John","Meem, John, 1717-1776",,1768,,"John Meem (c. 1717–1776) was a physician and carpenter, and a member of the American Philosophical Society via his 1768 election to the American Society. Born in Europe, possibly in Holland, he arrived in Philadelphia from Rotterdam via Plymouth and took the oath of allegiance in 1733. Some time later he relocated to York, Pennsylvania, where he worked as a carpenter on projects that included the county court house. He also served as clerk of the market and in 1756 was among the York residents who appealed to the governor for better defenses against Native American attacks. By that year Meem had become a physician. He continued to be active in public life, petitioning the governor for a charter of incorporation for York and serving on a commission tasked with erecting a bridge over the Codorus Creek. In 1774 he was appointed a member of the York County Committee of Correspondence, but he never held an elected office. Meem played no role in the American Revolution, dying in 1776. (PI)",Elected to the American Society.,/sites/default/files/2025-04/1760-1800_140.png,default_1760-1800.png,Blank portrait of a man in mid/late 18th century attire,,255,19916,AM,,
4624,Mercer,,Hugh,Hugh Mercer,"Mercer, Hugh","Mercer, Hugh, 1726-1777",,1768,,"Hugh Mercer (16 January 1726–12 January 1777) was a physician and military officer, and a member of the American Philosophical Society via his 1768 election to the American Society. Born in Aberdeen, Scotland, he graduated from Marischal College in 1744 and served as a surgeon’s mate in the Jacobite army. After fighting in the Battle of Culloden he fled to America, where he became a physician in the frontier settlement of Conococheague near present-day Mercersburg, Pennsylvania. With the outbreak of the French and Indian War Mercer returned to soldiering. He served as a captain, major, lieutenant-colonel, and colonel of the Pennsylvania Regiment. He was wounded in General Edward Braddock’s failed expedition to capture Fort Duquesne in 1755, receiving a medal from the city of Philadelphia for his service. Three years later Mercer joined a second, successful campaign against Fort Duquesne led by Brigadier-General John Forbes. Mercer was then appointed commandant of the outpost that replaced it, Fort Pitt. There, he oversaw treaty negotiations with the Six Nations and other native groups. After the war, he settled (on the advice of his friend George Washington) in Fredericksburg, Virginia. Returning to medicine, he treated members of Washington’s family and corresponded with APS member Dr. John Morgan. He also operated a ferry and joined the Masons. But the War of Independence brought Mercer to the battlefield once more. He served as a minutemen commander, as colonel of the 3rd Virginia regiment, and (at Washington’s request) as brigadier-general. He oversaw the Flying Camp, fought the Hessians in the decisive battle at Trenton, and then marched on Princeton, where he was killed in battle in 1777. His bayoneted body was then taken to Philadelphia where it served to evidence British savagery and cemented Mercer’s reputation as one of the war’s early heroes. (PI, DNB, DAB)",Elected to the American Society. Also a member of the Medical Society.,/sites/default/files/2025-04/Hugh_Mercer%2C_Jr._%28Study_for_The_Death_of_General_Mercer_at_the_Battle_of_Princeton%2C_January_3%2C_1777%29%2C_1791.jpg,4624_Mercer_Hugh.jpg,Sketch of Hugh Mercer,,113,19572,AM,,
4274,Michailis,,Christian F.,Christian F. Michailis,"Michailis, Christian F.","Michailis, Christian F., 1754-1814","Michaelis, Christian Friedrich, 1754-1814",1785,,"Christian Friedrich Michaelis (13 May 1754–17 February 1814) was a physician, and a member of the American Philosophical Society, elected in 1785. Born in Göttingen, Germany, Michaelis studied medicine in Göttingen and Groningen. Later, he graduated in Strasbourg in 1776. He began practicing in Paris and then London before coming to America in 1777 as a field doctor with the Hessian forces. For much of the war, he operated a private practice in New York City, wherein he embarked on experiments that would lead him to foundational observations about nerve-regeneration, and his work from this period made him an early pioneer in neurological surgery. Michaelis asserted that injuries wherein nerves were damaged or separated could heal and regain lost sensation and mobility, and as evidence he cited his experiments alongside his experience as a field surgeon treating gunshot wounds and the like. During this time, he also became close acquaintances with Dr. Benjamin Rush, and even dedicated a later volume of his 1778 De Angina Polyposa sive Membranacea to him. Returning to Germany in 1783, Michaelis became chair of the practice of medicine at Cassel before earning an appointment as professor of anatomy at the University of Marburg in 1786. He continued to study and publish findings on nerve regeneration alongside varied topics like tonsillitis and bladder stones. He served as professor of anatomy in Marburg until his death decades later.",,/sites/default/files/2025-04/1760-1800_237.png,default_1760-1800.png,Blank portrait of a man in mid/late 18th century attire,Sources<br /><br />https://founders.archives.gov/documents/Jefferson/01-11-02-0112<br /><br />https://books.google.com/books?id=Sfpu7mMW9qIC&pg=PA145&lpg=PA145&dq=christian+friedrich+michaelis+1727&source=bl&ots=r1rzWZmIfz&sig=ACfU3U1Im_BpCBKgftN-pYOJfBLx57dC4w&hl=en&sa=X&ved=2ahUKEwiZ46TI-5rqAhW4knIEHZiDA3IQ6AEwBXoECAoQAQ#v=onepage&q=christian%20friedrich%20michaelis%201727&f=false<br /><br />https://archive.org/stream/dictionairedessc06adeluoft#page/271/mode/1up<br /><br />http://digital.ub.uni-duesseldorf.de/vester/content/pageview/6223881<br /><br />https://books.google.com/books?id=QZxAAQAAMAAJ&pg=PA425&lpg=PA425&dq=christian+friedrich+michaelis+1754&source=bl&ots=4LsIXi6JY1&sig=ACfU3U1nimFLdzQkbfZhoAvFRsaCo7o4Ag&hl=en&sa=X&ved=2ahUKEwjM3r33jJvqAhWkiOAKHVnGBJo4ChDoATAEegQIChAB#v=onepage&q=christian%20friedrich%20michaelis%201754&f=false,455,20116,JA|AV,Y,
4568,Mifflin,,Samuel,Samuel Mifflin,"Mifflin, Samuel","Mifflin, Samuel, 1725-1781",,1768,,"Samuel Mifflin (13 March 1725–14 May 1781) was a merchant, judge, and public officeholder, and a member of the American Philosophical Society, elected in 1768. Raised up in his family’s mercantile business, he spent several years captaining a trading vessel before settling in Philadelphia around 1748. Soon afterwards he entered politics. An ardent supporter of the proprietary party, Mifflin readily served in appointed positions focused on improving Philadelphia’s infrastructure including paving streets and wharf maintenance. He was elected a justice of the peace and judge of the court of Quarter Session and Common pleas; he was also elected mayor in 1761, though he declined the office. Though busy in business and politics, he made time to support a number of charitable causes including the Pennsylvania Hospital. During the American Revolution, Mifflin consistently acted in the interest of the American cause, beginning with signing the Non-Importation Agreement, purchasing gunpowder for Continental troops, and later serving as a commanding officer of a Pennsylvania artillery battalion. He died before the war ended after a prolonged illness. (PI)",Elected to the revived American Philosophical Society.,/sites/default/files/2025-04/1024px-Samuel_Mifflin.jpg,4568_Mifflin_Samuel.jpg,Portrait of Samuel Mifflin,,119,19782,JF,,
4599,Mifflin,,Thomas,Thomas Mifflin,"Mifflin, Thomas","Mifflin, Thomas, 1744-1800",n86144078,1768,Secretary of the APS (1769-1771),"Thomas Mifflin (10 January 1744–20 January 1800) was a merchant, politician, and military officer, and a member of the American Philosophical Society, elected in 1768. Born in Philadelphia, he graduated from the College of Philadelphia in 1760 and worked in the counting-house of APS founder William Coleman. Following a visit to England and France from 1764 to 1765, he founded a mercantile business. Mifflin led Pennsylvania’s resistance to imperial taxation, serving on committees to oversee the non-importation of goods impacted by the Townsend Duties. On the strength of these commitments, he was elected to the Pennsylvania Assembly in 1772 and to the First and Second Continental Congresses. He then accepted appointments in the Continental Army, including aide-de-camp to George Washington, quartermaster-general, colonel, brigadier-general, major-general, and member of the Board of War. Mifflin found success on the battlefield at Princeton and Trenton but was accused of corruption and conspiring against Washington. By 1778 he had resigned his military commissions and returned to politics. Back in the Assembly, Mifflin opposed the radical state constitution of 1776. He was elected president of the Confederation Congress, where he succeeded in ratifying the Treaty of Paris in 1784. He also served as president of Pennsylvania’s Supreme Executive Council (1788–1790) and as a delegate to the federal Constitutional Convention of 1787, and he presided over the Pennsylvania Constitutional Convention in 1790. Mifflin was elected the state’s first governor by an overwhelming majority that year and then re-elected in 1793 and 1796. As governor, he balanced state and federal sovereignty during events like the Erie Triangle crisis and Whisky Rebellion and, despite adopting the pro-French stance associated with Thomas Jefferson’s Democratic-Republicans, supported defensive preparations when war with France loomed in 1789. He died during a final term in the Pennsylvania Legislature in 1800. (PI, ANB, DNB, DAB)",Elected to the American Society.,/sites/default/files/2025-04/Thomas_Mifflin_by_Charles_Willson_Peale.jpg,4599_Mifflin_Thomas.jpg,Portrait of Thomas Mifflin,,88,19549,AM,Y,
4489,Miles,,Samuel,Samuel Miles,"Miles, Samuel","Miles, Samuel, 1740-1805",n86025885,1768,,"Samuel Miles (11 March 1740–29 December 1805) was a soldier, merchant, and public officeholder, and a member of the American Philosophical Society, elected in 1768. Born to a farming family of Welsh ancestry, Miles grew up in Whitemarsh where he received a functional education of reading, writing, and arithmetic. He did not stay on the farm for long, choosing instead to enlist with British forces at the age of sixteen. He spent the remainder of his adolescent building forts in the Ohio Country to bolster British imperial claims against those of the French between 1755 and 1757. His services eventually impressed a visiting Governor Robert Hunter Morris, and the Governor subsequently offered Miles an ensign’s commission; by 1760 he was promoted to Captain. After the hostilities of the Seven Years’ War cooled, Miles relocated to Philadelphia and soon married. His new wife’s family provided Miles with a lucrative start in the mercantile business. With his financial successes, Miles purchased a country home at Spring Mill and, when not spending him time there, became active in public life. Year by year he rose up the civic ranks from warden of the city in 1766, city commissioner in 1769, and the Provincial Assembly in 1773. When violence loomed again, however, Miles quickly aligned with the fight for Independence. Beginning as a delegate to the Provincial Convention from 1774-1775, acting on the Council for Safety from 1775-76, he finally returned to military operations in 1776. His time on the battlefield was cut short, however, when the British took him prisoner on Long Island in late August of 1776. Fortunately for him, his rank included the option to serve his parole at home, which he did, all the while lobbying to send supplies to the prisoners of war. Even as a parolee, he continued to support Independence, first by his appointment as Auditor of Public Accounts in 1778, followed by the vital role of Deputy Quartermaster General for Pennsylvania in 1780. After the war he remained active in public office and was eventually elected as Mayor of Philadelphia in 1790, while continuing to contribute to community endeavors such as the Pennsylvania Hospital, the College of Philadelphia, the Humane Society and APS’s own Silk Society. (PI)",Elected to the American Society.,/sites/default/files/2025-04/lossy-page1-485px-Samuel_Miles_-_Gilbert_Stuart_%28Park_551%29.tif_.jpg,4489_Miles_Samuel.jpg,Portrait of Samuel Miles,,207,19868,JF,,
4524,Miller,,Peter,Peter Miller,"Miller, Peter","Miller, Peter, 1709-1796",,1768,,"Peter Miller (25 December 1709–25 September 1796) was a clergyman turned mystic brother, and a member of the American Philosophical Society via his 1768 election to the American Society. Born Johann Pieter Müller in Germany to a Reformed Church pastor, Peter’s early study of divinity at Heidelberg was inflected by German pietism, and his impulse toward mysticism only grew with age. After arriving in Philadelphia in summer 1730 he became quickly known to the Presbyterian and Reformed clergy—to the former for his faculties with Latin and theology; to the latter for his mulish resistance of hierarchy. Despite ordination by the Presbyterians that winter, Miller’s encounters with the variety of spiritualisms that peppered early Pennsylvania drew him ever deeper into mystical seeking, and in 1735 he was baptized by Conrad Beissel, founder of a schismatic group of Seventh Day Baptists (Dunkers). The monastic life of the Ephrata Community—saturated by love feasts, visions, mortifications, and 2 a.m. watches (so as to be ready for the return of Christ)—suited him well. Taking the name Brother Jabez, Miller’s learnedness landed him at the head of the Brethren’s printshop where he undertook a number of translation projects. The famed music of Ephrata drew him into correspondence with Benjamin Franklin. With the death of Beissel in 1768, Miller took over the community, but without new converts and an aging population, Ephrata was withering by the eve of the Revolution. They remained unmolested neutrals, owing to the fervor of their principles. The community continued to shrink, and for his last years Miller focused largely on its history. After his death in 1796, the accelerating declension left historical memory the only remnant of life at Ephrata. (PI)",Elected to the American Society.,/sites/default/files/2025-04/1760-1800_75.png,default_1760-1800.png,Blank portrait of a man in mid/late 18th century attire,,162,19823,JA,,
4406,Milligan,,George,George Milligan,"Milligan, George","Milligan, George",no2001101663,1772,,"George Milligan (?–9 March 1799) was a surgeon, and a member of the American Philosophical Society, elected in 1772. From Ayrshire, Scotland, in 1753 Milligan became Surgeon to His Majesty’s Troops in South Carolina and began practicing medicine in Charleston. Upon the outbreak of the Revolutionary War, he served as Surgeon of the Royal Garrison. A staunch loyalist and servant to the Crown, he reported that a mob harassed him and his wife, and ultimately forced them to escape Charleston in 1775. He returned to Britain and died in Dumfries, Scotland.",,/sites/default/files/2025-04/1760-1800_185.png,default_1760-1800.png,Blank portrait of a man in mid/late 18th century attire,Sources<br /><br />https://www.amphilsoc.org/sites/default/files/2020-01/attachments/CO5South%20Carolina.pdf<br /><br />https://www.google.com/books/edition/List_of_the_Members_of_the_American_Phil/21DkAAAAMAAJ?hl=en&gbpv=1&bsq=1771<br /><br />http://www.colonialamerica.amdigital.co.uk/Documents/Details/CO_5_396_037<br /><br />https://www.carolana.com/SC/eBooks/SCHGM/The_South_Carolina_Historical_and_Genealogical_Magazine_Volume_XXI.pdf<br /><br />https://books.google.com/books?id=fJU-AAAAYAAJ&pg=PA214&lpg=PA214&dq=%22dr.+george+milligan%22+%22ayrshire%22&source=bl&ots=Y8d3zdjJwP&sig=ACfU3U1pqpkbPdoATDrvshsPP2yMBPE1rw&hl=en&sa=X&ved=2ahUKEwiZ6Ln2vKXrAhVtS98KHd-IBGgQ6AEwAnoECAoQAQ#v=onepage&q=%22dr.%20george%20milligan%22%20%22ayrshire%22&f=false<br /><br />https://books.google.com/books?id=e9UG2b8gvecC&pg=PA61&lpg=PA61&dq=%22dr.+george+milligan%22+military+surgeon&source=bl&ots=O90l_Nsq-c&sig=ACfU3U0leO_tG98WpcZASBvsqkDEOPozbA&hl=en&sa=X&ved=2ahUKEwjn9evN3KfrAhVzkHIEHXhED-0Q6AEwA3oECAEQAQ#v=onepage&q=%22dr.%20george%20milligan%22%20military%20surgeon&f=false,324,19985,JA|AV,,
4663,Mitchell,,John,John Mitchell,"Mitchell, John","Mitchell, John, 1711-1768",n50039192,1744,,"John Mitchell (13 April 1711–29 February 1768) was a physician, naturalist, and cartographer and a member of the American Philosophical Society, elected in 1744. Born in Lancaster, Virginia, and educated in Edinburgh, he established a medical practice in Virginia in 1738. As a naturalist, Mitchell was active in collecting and classifying flora and fauna from North America and corresponded with other scientists including APS members John Bartram, John Clayton, Cadwallader Colden, and Benjamin Franklin. After returning to England in 1746 for health reasons, Mitchell continued to practice botany and in 1759 assisted the Prince of Wales in laying out the gardens at Kew Palace. Though disinclined to publish, Mitchell devoted time to sharing his medical and naturalist observations and theories to a circle of correspondents. Later in life he developed cartographic skills to better serve British claims in North America. In 1755 he published a well-received and widely-used map of North America, A Map of the British and French Dominions in North America. The map informed discussions about competing imperial land claims during the French and Indian War and was later used during negotiations for the Treaty of Paris, the agreement that officially ended the American Revolution. (PI, ANB, DNB)",Elected to the original American Philosophical Society.,/sites/default/files/2025-04/1744-1759_9.png,default_1744-1759.png,Blank portrait of a man in early/mid 18th century attire,,21,19188,JF,Y,
